     0.000,     -0.024 
     0.100,     -0.030 
     0.201,     -0.089 
     0.301,     -0.127 
     0.400,     -0.104 
     0.501,     -0.050 
     0.601,     -0.050 
     0.702,     -0.068 
     0.801,     -0.041 
     0.901,     -0.014 
     1.002,     -0.029 
     1.102,     -0.069 
     1.201,     -0.085 
     1.302,     -0.111 
     1.402,     -0.068 
     1.502,     -0.050 
     1.602,     -0.099 
     1.702,     -0.090 
     1.802,     -0.071 
     1.903,     -0.082 
     2.002,     -0.076 
     2.102,     -0.057 
     2.203,     -0.145 
     2.303,     -0.150 
     2.402,     -0.127 
     2.503,     -0.125 
     2.603,     -0.065 
     2.703,     -0.036 
     2.803,     -0.057 
     2.903,     -0.057 
     3.003,     -0.036 
     3.104,     -0.035 
     3.203,     -0.072 
     3.303,     -0.072 
     3.404,     -0.013 
     3.504,     -0.030 
     3.604,     -0.083 
     3.704,     -0.085 
     3.804,     -0.057 
     3.905,     -0.053 
     4.004,     -0.037 
     4.104,     -0.063 
     4.205,     -0.075 
     4.305,     -0.063 
     4.404,     -0.058 
     4.505,     -0.070 
     4.605,     -0.117 
     4.705,     -0.108 
     4.805,     -0.077 
     4.905,     -0.040 
     5.005,     -0.060 
     5.106,     -0.070 
     5.205,     -0.069 
     5.305,     -0.093 
     5.406,     -0.099 
     5.506,     -0.088 
     5.606,     -0.082 
     5.706,     -0.113 
     5.806,     -0.120 
     5.906,     -0.088 
     6.006,     -0.036 
     6.106,     -0.023 
     6.207,     -0.015 
     6.307,     -0.014 
     6.406,     -0.062 
     6.507,     -0.074 
     6.607,     -0.076 
     6.707,     -0.093 
     6.808,     -0.102 
     6.907,     -0.099 
     7.007,     -0.113 
     7.108,     -0.118 
     7.208,     -0.145 
     7.307,     -0.154 
     7.408,     -0.150 
     7.508,     -0.136 
     7.608,     -0.151 
     7.708,     -0.169 
     7.808,     -0.188 
     7.908,     -0.186 
     8.009,     -0.198 
     8.108,     -0.178 
     8.208,     -0.155 
     8.309,     -0.170 
     8.409,     -0.213 
     8.508,     -0.255 
     8.609,     -0.275 
     8.709,     -0.238 
     8.810,     -0.198 
     8.909,     -0.192 
     9.009,     -0.208 
     9.110,     -0.211 
     9.210,     -0.218 
     9.309,     -0.217 
     9.410,     -0.210 
     9.510,     -0.187 
     9.610,     -0.142 
     9.710,     -0.128 
     9.810,     -0.082 
     9.910,     -0.140 
    10.011,     -0.222 
    10.110,     -0.198 
    10.210,     -0.046 
    10.311,      0.034 
    10.410,      0.076 
    10.510,      0.138 
    10.611,      0.172 
    10.711,      0.159 
    10.811,      0.157 
    10.911,      0.156 
    11.011,      0.156 
    11.111,      0.156 
    11.212,      0.156 
    11.311,      0.156 
    11.412,      0.156 
    11.512,      0.155 
    11.612,      0.155 
    11.712,      0.155 
    11.812,      0.155 
    11.912,      0.156 
    12.013,      0.156 
    12.112,      0.156 
    12.212,      0.156 
    12.313,      0.155 
    12.413,      0.156 
    12.512,      0.156 
    12.613,      0.155 
    12.713,      0.156 
    12.813,      0.156 
    12.913,      0.156 
    13.013,      0.156 
    13.113,      0.156 
    13.214,      0.156 
    13.313,      0.156 
    13.413,      0.156 
    13.514,      0.156 
    13.614,      0.156 
    13.713,      0.156 
    13.814,      0.156 
    13.914,      0.156 
    14.015,      0.156 
    14.114,      0.156 
    14.214,      0.156 
    14.315,      0.156 
    14.415,      0.156 
    14.514,      0.156 
    14.615,      0.156 
    14.715,      0.156 
    14.815,      0.157 
    14.915,      0.156 
    15.015,      0.156 
    15.115,      0.157 
    15.216,      0.157 
    15.315,      0.157 
    15.415,      0.156 
    15.516,      0.156 
    15.616,      0.157 
    15.715,      0.157 
    15.816,      0.157 
    15.916,      0.156 
    16.016,      0.157 
    16.116,      0.157 
    16.216,      0.156 
    16.316,      0.157 
    16.417,      0.157 
    16.517,      0.157 
    16.617,      0.157 
    16.717,      0.157 
    16.817,      0.157 
    16.918,      0.157 
    17.017,      0.157 
    17.117,      0.157 
    17.218,      0.157 
    17.318,      0.157 
    17.417,      0.157 
    17.518,      0.157 
    17.618,      0.157 
    17.718,      0.157 
    17.818,      0.157 
    17.918,      0.157 
    18.018,      0.157 
    18.119,      0.157 
    18.218,      0.157 
    18.318,      0.157 
    18.419,      0.157 
    18.519,      0.157 
    18.618,      0.157 
    18.719,      0.157 
    18.819,      0.157 
    18.919,      0.157 
    19.019,      0.157 
    19.119,      0.157 
    19.220,      0.157 
    19.320,      0.157 
    19.419,      0.157 
    19.520,      0.157 
    19.620,      0.157 
    19.720,      0.157 
    19.820,      0.157 
    19.920,      0.157 
    20.020,      0.157 
    20.121,      0.157 
    20.220,      0.157 
    20.320,      0.157 
    20.421,      0.158 
    20.521,      0.158 
    20.620,      0.157 
    20.721,      0.157 
    20.821,      0.157 
