     0.000,      0.059 
     0.100,      0.059 
     0.201,      0.059 
     0.300,      0.059 
     0.400,      0.058 
     0.501,      0.059 
     0.601,      0.059 
     0.701,      0.059 
     0.801,      0.059 
     0.901,      0.059 
     1.001,      0.059 
     1.102,      0.059 
     1.202,      0.059 
     1.301,      0.060 
     1.402,      0.060 
     1.502,      0.059 
     1.602,      0.059 
     1.702,      0.059 
     1.802,      0.059 
     1.903,      0.060 
     2.003,      0.059 
     2.103,      0.059 
     2.203,      0.060 
     2.303,      0.060 
     2.403,      0.060 
     2.504,      0.060 
     2.604,      0.060 
     2.703,      0.060 
     2.804,      0.060 
     2.904,      0.060 
     3.004,      0.059 
     3.104,      0.059 
     3.204,      0.059 
     3.304,      0.060 
     3.405,      0.059 
     3.505,      0.060 
     3.604,      0.061 
     3.705,      0.062 
     3.805,      0.062 
     3.905,      0.069 
     4.006,      0.069 
     4.105,      0.060 
     4.205,      0.061 
     4.306,      0.067 
     4.406,      0.088 
     4.506,      0.108 
     4.606,      0.124 
     4.706,      0.134 
     4.807,      0.147 
     4.907,      0.145 
     5.006,      0.132 
     5.107,      0.152 
     5.207,      0.160 
     5.307,      0.151 
     5.408,      0.174 
     5.507,      0.211 
     5.607,      0.209 
     5.708,      0.225 
     5.808,      0.275 
     5.908,      0.312 
     6.008,      0.332 
     6.108,      0.301 
     6.208,      0.367 
     6.309,      0.506 
     6.408,      0.607 
     6.508,      0.559 
     6.609,      0.603 
     6.709,      0.741 
     6.810,      0.784 
     6.909,      0.749 
     7.009,      0.839 
     7.110,      0.840 
     7.210,      0.832 
     7.310,      0.960 
     7.410,      1.005 
     7.510,      1.075 
     7.610,      1.239 
     7.711,      1.372 
     7.811,      1.502 
     7.910,      1.615 
     8.011,      1.700 
     8.111,      1.815 
     8.211,      1.984 
     8.312,      2.161 
     8.411,      2.379 
     8.511,      2.623 
     8.612,      2.858 
     8.712,      3.103 
     8.811,      3.367 
     8.912,      3.642 
     9.012,      3.920 
