0,0.065
0.1,0.149
0.201,0.27
0.3,0.481
0.401,0.669
0.501,0.648
0.601,0.388
0.702,0.481
0.801,0.622
0.901,0.579
1.002,0.414
1.102,0.22
1.201,0.19
1.302,0.124
1.402,0.068
1.502,0.099
1.603,0.114
1.702,0.106
1.802,0.145
1.903,0.157
2.003,0.134
2.103,0.122
2.203,0.079
2.303,0.081
2.403,0.093
2.504,0.103
2.604,0.132
2.703,0.114
2.804,0.109
2.904,0.145
3.005,0.181
3.105,0.178
3.204,0.237
3.305,0.374
3.405,0.682
3.505,1.181
3.606,1.624
3.705,1.998
3.805,2.415
3.906,2.891
4.006,3.491
4.106,3.803
4.206,3.95
4.306,4.014
4.406,4.139
4.507,4.351
4.606,4.594
4.706,4.854
4.807,5.002
4.907,5.006
5.007,4.963
5.107,4.954
5.207,4.969
5.308,5.053
5.408,5.191
5.508,5.36
5.608,5.561
5.708,5.781
5.808,5.975
5.909,6.115
6.009,6.233
6.108,6.331
6.209,6.431
6.309,6.575
6.409,6.764
6.51,6.984
6.609,7.227
6.709,7.477
6.81,7.759
6.91,8.127
7.009,8.57
7.11,9.02
7.21,9.426
7.31,9.831
7.411,10.239
7.511,10.612
7.611,10.938
7.711,11.252
7.811,11.57
7.912,11.84
8.012,12.005
8.112,12.05
8.212,12.034
8.312,12.013
8.412,11.995
8.513,11.98
8.613,11.984
8.713,12.038
8.814,12.138
8.913,12.278
9.013,12.455
9.114,12.658
9.214,12.899
9.314,13.181
9.415,13.466
9.514,13.702
9.614,13.939
9.715,14.187
9.815,14.402
9.916,14.552
10.016,14.635
10.115,14.673
10.216,14.68
10.316,14.676
10.416,14.699
10.517,14.753
10.617,14.81
10.717,14.835
10.817,14.828
10.917,14.813
11.017,14.799
11.118,14.787
11.218,14.779
11.318,14.784
11.418,14.793
11.518,14.805
11.618,14.83
11.719,14.861
11.819,14.9
11.919,nan
12.019,nan
12.119,nan
12.22,nan
12.32,nan
12.42,nan
12.521,nan
12.621,nan
12.72,nan
12.821,nan
12.921,nan
13.021,nan
13.122,nan
13.222,nan
13.321,nan
13.422,nan
13.522,nan
13.622,nan
13.723,nan
13.823,nan
13.922,nan
14.023,nan
14.123,nan
14.223,nan
14.324,nan
14.424,15.447
14.525,15.419
14.624,15.38
14.724,15.332
14.825,15.291
14.925,15.27
15.025,15.262
15.126,15.257
15.225,15.252
15.325,15.248
15.426,15.243
15.526,15.239
15.626,15.234
15.727,15.23
15.826,15.225
15.926,15.221
16.027,15.217
16.127,15.212
16.227,15.208
16.328,15.204
16.428,15.2
16.527,15.195
16.628,15.192
16.728,15.188
16.829,15.184
16.929,15.18
17.029,15.175
17.129,15.172
17.229,15.169
17.329,15.165
17.43,15.161
17.53,15.157
17.63,15.154
17.731,15.15
17.83,15.147
17.93,15.143
18.031,15.14
18.131,15.136
18.231,15.133
18.332,15.13
18.431,15.126
18.531,15.123
18.632,15.12
18.732,15.117
18.833,15.114
18.933,15.111
19.032,15.108
19.133,15.105
19.233,15.102
19.333,15.099
19.434,15.096
19.534,15.093
19.634,15.09
19.734,15.087
19.834,15.084
19.934,15.081
20.035,15.078
20.135,15.075
20.235,15.073
20.335,15.07
20.435,15.067
20.535,15.065
20.636,15.062
20.736,15.06
20.836,15.057
20.936,15.054
21.036,15.051
21.137,15.049
21.237,15.046
21.337,15.044
21.438,15.041
21.538,15.038
21.637,15.036
21.738,15.034
21.838,15.031
21.938,15.029
22.039,15.027
22.139,15.024
22.238,15.022
22.339,15.02
22.439,15.017
22.539,15.014
22.64,15.012
22.74,15.01
22.839,15.008
22.94,15.006
23.04,15.003
23.14,15.001
23.241,14.999
23.341,14.996
23.442,14.994
23.541,14.992
23.641,14.99
23.742,14.988
23.842,14.985
23.942,14.984
24.043,14.982
24.142,14.98
24.242,14.977
24.343,14.975
24.443,14.973
24.543,14.972
24.644,14.969
24.743,14.967
24.843,14.965
24.944,14.963
25.044,14.961
25.144,14.959
25.245,14.956
25.345,14.956
25.444,14.954
25.545,14.952
25.645,14.95
25.746,14.948
25.846,14.946
25.946,14.944
26.046,14.942
26.146,14.94
26.246,14.938
26.347,14.937
26.447,14.935
26.547,14.933
26.647,14.932
26.747,14.93
26.847,14.928
26.948,14.926
27.048,14.924
27.148,14.922
27.249,14.92
27.348,14.919
27.448,14.917
27.549,14.916
27.649,14.914
27.75,14.912
27.85,14.91
27.949,14.908
28.05,14.907
28.15,14.905
28.25,14.903
28.351,14.902
28.451,14.9
28.55,14.898
28.651,14.897
28.751,14.895
28.851,14.894
28.952,14.892
29.052,14.891
29.152,14.889
29.252,14.887
29.352,14.886
29.452,14.884
29.553,14.882
29.653,14.881
29.753,14.879
29.853,14.878
29.953,14.876
30.054,14.875
30.154,14.874
30.254,14.872
30.355,14.87
30.454,14.869
30.554,14.868
30.655,14.866
30.755,14.865
30.855,14.863
30.956,14.862
31.056,14.86
31.155,14.859
31.256,14.858
31.356,14.855
31.456,14.854
31.557,14.853
31.657,14.852
31.756,14.851
31.857,14.849
31.957,14.847
32.057,14.845
32.158,14.845
32.258,14.843
32.359,14.842
32.458,14.841
32.558,14.84
32.659,14.839
32.759,14.837
32.859,14.835
32.96,14.834
33.059,14.833
33.159,14.831
33.26,14.83
33.36,14.829
33.46,14.827
33.561,14.826
33.66,14.825
33.76,14.823
33.861,14.822
33.961,14.821
34.061,14.82
34.162,14.818
34.262,14.817
34.361,14.816
34.462,14.815
34.562,14.813
34.663,14.812
34.763,14.81
34.863,14.809
34.963,14.808
35.063,14.807
35.163,14.805
35.264,14.804
35.364,14.803
35.464,14.802
35.564,14.801
35.664,14.799
35.764,14.799
35.865,14.797
35.965,14.796
36.065,14.795
36.166,14.793
36.265,14.792
36.365,14.791
36.466,14.79
36.566,14.789
36.667,14.787
36.767,14.786
36.866,14.785
36.967,14.784
37.067,14.782
37.167,14.781
37.268,14.78
37.368,14.779
37.467,14.777
37.568,14.776
37.668,14.775
37.768,14.774
37.869,14.772
37.969,14.771
38.069,14.77
38.169,14.769
38.269,14.768
38.369,14.766
38.47,14.765
38.57,14.764
38.67,14.763
